symbol,name,reason
ضذوب0129,اختيارخ ذوب-450-1405/01/19,[sector] نوع صنعت نامعتبر
طوتعاون1106,اختيارف وتعاون-1900-14041126,[sector] نوع صنعت نامعتبر
ضشنا1086,اختيارخ شپنا-3750-1404/10/17,[sector] نوع صنعت نامعتبر
پديده جم072,مرابحه پديده جم-كوروش070617,[warrant_rights] د
طهمن1131,اختيارف خبهمن-1500-1404/11/29,[sector] نوع صنعت نامعتبر
ضموج909,اختيارخ موج-19000-14040923,[sector] نوع صنعت نامعتبر
طسپا1138,اختيارف خساپا-500-1404/11/29,[sector] نوع صنعت نامعتبر
ضملت1005,اختيارخ وبملت-900-1404/10/17,[sector] نوع صنعت نامعتبر
ضاطلس1016,اختيارخ اطلس-80000-14041007,[sector] نوع صنعت نامعتبر
وخارزم,سرمايه گذاري خوارزمي,[forex_crypto] ارز
مشهد42,مشاركت ش مشهد42-3ماهه18%,[warrant_rights] د
طستا0139,اختيارف شستا-1600-1405/01/11,[sector] نوع صنعت نامعتبر
طسپا0123,اختيارف خساپا-750-1405/01/26,[sector] نوع صنعت نامعتبر
كارآمد,صندوق س.درآمد ثابت كارآمد-د,[warrant_rights] د
ضخود2068,اختيارخ خودرو-550-1405/02/02,[warrant_rights] د
عاليفرد073,مرابحه عاليفرد-سهم آشنا070830,[warrant_rights] د
طپناه905,اختيارف پناه-14000-14040923,[sector] نوع صنعت نامعتبر
طفار1006,اختيارف فارس-10000-1404/10/10,[sector] نوع صنعت نامعتبر
صند412,صكوك اجاره صند412-بدون ضامن,[warrant_rights] د
ضاطلس100000,اختيارخ اطلس-48000-14041021,[sector] نوع صنعت نامعتبر
ضستر1025,اختيارخ خگستر-2000-1404/10/03,[sector] نوع صنعت نامعتبر
فرصت,صندوق س فرصت آفرين سرمايه-سهام,[warrant_rights] د
طموج1036,اختيارف موج-30000-14041021,[sector] نوع صنعت نامعتبر
طرويين909,اختيارف رويين-15000-14040930,[sector] نوع صنعت نامعتبر
هومان,صندوق س. سهامي ثروت هومان-س,[warrant_rights] د
ضتيام1004,اختيارخ تيام-13000-14041029,[sector] نوع صنعت نامعتبر
ضملت0125,اختيارخ وبملت-1000-1405/01/19,[sector] نوع صنعت نامعتبر
طملي1406,اختيارف فملي-6500-1404/11/01,[sector] نوع صنعت نامعتبر
شهر,گروه مالي شهر,[sector] نوع صنعت نامعتبر
زفارس,كشت وصنعت و دامپروري پگاه فارس,[warrant_rights] د
طفصبا1132,اختيارف فصبا-1900-14041105,[sector] نوع صنعت نامعتبر
طاطلس100002,اختيارف اطلس-55000-14041021,[sector] نوع صنعت نامعتبر
طفلا1405,اختيارف فولاد-2200-1404/11/08,[warrant_rights] د
آس,صندوق س. گنجينه ارمغان الماس-س,[warrant_rights] د
طخود2072,اختيارف خودرو-750-1405/02/02,[warrant_rights] د
ضذوب9021,اختيارخ ذوب-220-1404/09/19,[sector] نوع صنعت نامعتبر
ضهرم1125,اختيارخ اهرم-30000-1404/11/29,[sector] نوع صنعت نامعتبر
طستر1028,اختيارف خگستر-2600-1404/10/03,[sector] نوع صنعت نامعتبر
انتخاب,گروه انتخاب الكترونيك آرمان,[sector] نوع صنعت نامعتبر
صكوير701,صكوك مرابحه پكوير701-بدون ضامن,[warrant_rights] د
ناما,توليدي مخازن گازطبيعي آسياناما,[warrant_rights] د
آلكان,صندوق راهبرصنايع مهرگان1-بخشي,[warrant_rights] د
جم2,پتروشيمي جم,[sector] نوع صنعت نامعتبر
طتيام1213,اختيارف تيام-11000-14041224,[sector] نوع صنعت نامعتبر
ضفرابورس1103,اختيارخ فرابورس-3400-14041105,[sector] نوع صنعت نامعتبر
طذوب1020,اختيارف ذوب-450-1404/10/17,[sector] نوع صنعت نامعتبر
ضفلا0129,اختيارخ فولاد-3000-1405/01/19,[warrant_rights] د
شفام,توليدي و صنعتي گوهرفام,[warrant_rights] د
اندوخته داريوش,ص.س.درآمدثابت اندوخته داريوش-د,[warrant_rights] د
طفلا1006,اختيارف فولاد-3250-1404/10/10,[warrant_rights] د
ضفلا1002,اختيارخ فولاد-2400-1404/10/10,[warrant_rights] د
طران1000,اختيارف خودران-6500-04/10/24,[warrant_rights] د
ضفزر1000,اختيارخ فزر-44000-14041007,[sector] نوع صنعت نامعتبر
طسپا0122,اختيارف خساپا-700-1405/01/26,[sector] نوع صنعت نامعتبر
ضذوب1213,اختيارخ ذوب-300-1404/12/19,[sector] نوع صنعت نامعتبر
وبيمه,سرمايه‌ گذاري‌ صنعت‌ بيمه‌,[sector] نوع صنعت نامعتبر
ضكاريس1006,اختيارخ كاريس-34000-14041015,[sector] نوع صنعت نامعتبر
سرود,سيمان‌شاهرود,[warrant_rights] د
صعبيد69,صكوك مرابحه دعبيد69-3ماهه23%,[warrant_rights] د
ضسپا0114,اختيارخ خساپا-360-1405/01/26,[sector] نوع صنعت نامعتبر
حفاري4,حفاري شمال,[sector] نوع صنعت نامعتبر
طملت1011,اختيارف وبملت-1500-1404/10/17,[sector] نوع صنعت نامعتبر
طموج1229,اختيارف موج-38000-14041224,[sector] نوع صنعت نامعتبر
صملي412,صكوك اجاره ملي412-6 ماهه18%,[sector] نوع صنعت نامعتبر
داسوه,داروسازي‌ اسوه‌,[warrant_rights] د
ضموج1226,اختيارخ موج-32000-14041224,[sector] نوع صنعت نامعتبر
طران1002,اختيارف خودران-7500-04/10/24,[warrant_rights] د
فلزا,صندوق س.بخشي صنايع پاداش2-ب,[warrant_rights] د
نهال,صندوق س. طلاي سرخ نوويرا,[warrant_rights] د
ضهرم1015,اختيارخ اهرم-11000-1404/10/24,[sector] نوع صنعت نامعتبر
ضران9021,اختيارخ خودران-12000-04/09/26,[warrant_rights] د
طران1003,اختيارف خودران-8000-04/10/24,[warrant_rights] د
سصوفي,سيمان‌ صوفيان‌,[sector] نوع صنعت نامعتبر
ضخود2066,اختيارخ خودرو-450-1405/02/02,[warrant_rights] د
سامان06,اجاره توسعه س. سامان14060303,[sector] نوع صنعت نامعتبر
ضخود0152,اختيارخ خودرو-700-1405/01/11,[warrant_rights] د
طمخا1108,اختيارف اخابر-600-1404/11/21,[sector] نوع صنعت نامعتبر
ضران1005,اختيارخ خودران-10000-04/10/24,[warrant_rights] د
فراز,صندوق س.سهام فراز داريك-س,[warrant_rights] د
طپادا1011,اختيارف پادا-120000-14041007,[warrant_rights] د
طمخا9009,اختيارف اخابر-550-1404/09/19,[sector] نوع صنعت نامعتبر
ضشنا1088,اختيارخ شپنا-4500-1404/10/17,[sector] نوع صنعت نامعتبر
تبريز512,مشاركت ش تبريز512-3ماهه18%,[sector] نوع صنعت نامعتبر
طوتعاون1105,اختيارف وتعاون-1800-14041126,[sector] نوع صنعت نامعتبر
فن افزار,توسعه فن افزار توسن,[sector] نوع صنعت نامعتبر
ضفلا1401,اختيارخ فولاد-1700-1404/11/08,[warrant_rights] د
طتيام1214,اختيارف تيام-12000-14041224,[sector] نوع صنعت نامعتبر
ضذوب9026,اختيارخ ذوب-320-1404/09/19,[sector] نوع صنعت نامعتبر
تبريز42,مشاركت ش تبريز42-3ماهه18%,[sector] نوع صنعت نامعتبر
ضجهش1223,اختيارخ جهش-20000-1404/12/13,[sector] نوع صنعت نامعتبر
ختوقا,قطعات‌ اتومبيل‌ ايران‌,[sector] نوع صنعت نامعتبر
ضملت1012,اختيارخ وبملت-1600-1404/10/17,[sector] نوع صنعت نامعتبر
آكوپرديس06,مرابحه آكو پرديس آريا061219,[warrant_rights] د
ضفار1201,اختيارخ فارس-6500-1404/12/13,[sector] نوع صنعت نامعتبر
گشان,توسعه بين المللي پديده شانديز,[warrant_rights] د
هرمز,فولاد هرمزگان جنوب,[warrant_rights] د
طذوب1218,اختيارف ذوب-400-1404/12/19,[sector] نوع صنعت نامعتبر
ضسپا1135,اختيارخ خساپا-380-1404/11/29,[sector] نوع صنعت نامعتبر
ضهمن9019,اختيارخ خبهمن-1600-1404/09/26,[sector] نوع صنعت نامعتبر
طجهش1216,اختيارف جهش-11000-1404/12/13,[sector] نوع صنعت نامعتبر
طفلا1218,اختيارف فولاد-2600-1404/12/13,[warrant_rights] د
صكشو603,صكوك مرابحه پاكشو603-3ماهه23%,[murabaha] مرابحه
كرمان5126,مرابحه كرمان موتور-پاداش051223,[warrant_rights] د
طجهش1027,اختيارف جهش-14000-1404/10/10,[sector] نوع صنعت نامعتبر
صديران72,صكوك مرابحه ديران72-3ماهه23%,[warrant_rights] د
ضجار1073,اختيارخ وتجارت-400-1404/10/17,[sector] نوع صنعت نامعتبر
ضتوان1234,اختيارخ توان-36000-14041224,[sector] نوع صنعت نامعتبر
ضجهش1108,اختيارخ جهش-16000-1404/11/14,[sector] نوع صنعت نامعتبر
طبساما1118,اختيارف بساما-8000-14041105,[sector] نوع صنعت نامعتبر
ضهرم0125,اختيارخ اهرم-15000-1405/01/26,[sector] نوع صنعت نامعتبر
ضوتعاون1100,اختيارخ وتعاون-1300-14041126,[sector] نوع صنعت نامعتبر
طملت0125,اختيارف وبملت-1000-1405/01/19,[sector] نوع صنعت نامعتبر
ضتاب1126,اختيارخ شتاب-16000-1404/11/08,[sector] نوع صنعت نامعتبر
عكرمان3,سلف موازي كرمان موتور,[sector] نوع صنعت نامعتبر
مكرج042,مشاركت ش كرج042-3ماهه18%,[sector] نوع صنعت نامعتبر
وسرمد2,بيمه  سرمد,[warrant_rights] د
اخزا208,اسناد خزانه-م8بودجه02-041211,[warrant_rights] د
ضموج900,اختيارخ موج-10000-14040923,[sector] نوع صنعت نامعتبر
طتاص0106,اختيارف تاصيكو-10000-05/01/11,[sector] نوع صنعت نامعتبر
طموج1029,اختيارف موج-18000-14041021,[sector] نوع صنعت نامعتبر
طموج1230,اختيارف موج-40000-14041224,[sector] نوع صنعت نامعتبر
ضمخا9007,اختيارخ اخابر-450-1404/09/19,[sector] نوع صنعت نامعتبر
ضموج1027,اختيارخ موج-16000-14041021,[sector] نوع صنعت نامعتبر
زملارد,كشاورزي و دامپروري ملارد شير,[warrant_rights] د
صفولا6,صكوك اجاره فولاد6-بدون ضامن,[warrant_rights] د
صفارس703,صكوك اجاره فارس703-بدون ضامن,[warrant_rights] د
ضران9023,اختيارخ خودران-14000-04/09/26,[warrant_rights] د
طهمن9023,اختيارف خبهمن-2000-1404/09/26,[sector] نوع صنعت نامعتبر
طخود1249,اختيارف خودرو-500-1404/12/06,[warrant_rights] د
ضسپا9019,اختيارخ خساپا-900-1404/09/26,[sector] نوع صنعت نامعتبر
قزوين,كارخانجات‌ قند قزوين‌,[warrant_rights] د
ضتوان1109,اختيارخ توان-34000-14041126,[sector] نوع صنعت نامعتبر
دهدشت,صنايع پتروشيمي دهدشت,[warrant_rights] د
طاساس1014,اختيارف آساس-40000-14041029,[sector] نوع صنعت نامعتبر
سكرما,سيمان‌ كرمان‌,[sector] نوع صنعت نامعتبر
وسينا4,بانك سينا,[sector] نوع صنعت نامعتبر
كاج4,صندوق س. نوع دوم نو ويرا -د,[warrant_rights] د
ضفار1005,اختيارخ فارس-9000-1404/10/10,[sector] نوع صنعت نامعتبر
فجهان062,مرابحه جهان فولاد-آرمان060501,[warrant_rights] د
كاريز,بيمه زندگي كاريزما,[warrant_rights] د
طسپا9013,اختيارف خساپا-300-1404/09/26,[sector] نوع صنعت نامعتبر
ترنج ثابت2,ص.س.درآمد ثابت ترنج سودمند-د,[warrant_rights] د
ضتوان1110,اختيارخ توان-36000-14041126,[sector] نوع صنعت نامعتبر
ضبساما1123,اختيارخ بساما-11000-14041105,[sector] نوع صنعت نامعتبر
كخاك,صنايع‌خاك‌چيني‌ايران‌,[sector] نوع صنعت نامعتبر
ضخود0155,اختيارخ خودرو-900-1405/01/11,[warrant_rights] د
طسپا1134,اختيارف خساپا-360-1404/11/29,[sector] نوع صنعت نامعتبر
كازرو,پتروشيمي كازرون,[sector] نوع صنعت نامعتبر
ضجار1236,اختيارخ وتجارت-600-1404/12/19,[sector] نوع صنعت نامعتبر
طوتعاون1100,اختيارف وتعاون-1300-14041126,[sector] نوع صنعت نامعتبر
ضهرم1028,اختيارخ اهرم-34000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم0132,اختيارف اهرم-28000-1405/01/26,[sector] نوع صنعت نامعتبر
آواپارس,بيمه اتكايي آواي پارس,[sector] نوع صنعت نامعتبر
وآتوس,توسعه س. كشاورزي آرين توسكا,[sector] نوع صنعت نامعتبر
طهرم1126,اختيارف اهرم-34000-1404/11/29,[sector] نوع صنعت نامعتبر
طاساس1019,اختيارف آساس-50000-14041029,[sector] نوع صنعت نامعتبر
ضموج1113,اختيارخ موج-26000-14041126,[sector] نوع صنعت نامعتبر
طشنا1228,اختيارف شپنا-3750-1404/12/19,[sector] نوع صنعت نامعتبر
كپشير4,پشم‌شيشه‌ايران‌,[sector] نوع صنعت نامعتبر
ثاخت,بين‌المللي‌توسعه‌ساختمان,[sector] نوع صنعت نامعتبر
اكتوور073,مرابحه اكتوور كو-كارون070612,[murabaha] مرابحه
صفروس67,صكوك مرابحه فروس67-بدون ضامن,[warrant_rights] د
خنصير,مهندسي‌نصيرماشين‌,[warrant_rights] د
كامياب2,صندوق س. كامياب آشنا-د,[warrant_rights] د
آوا,صندوق س.سهام آواي معيار-س,[warrant_rights] د
وبهمن,سرمايه‌گذاري‌بهمن‌,[sector] نوع صنعت نامعتبر
اراد1624,مرابحه عام دولت162-ش.خ050329,[warrant_rights] د
طستا0142,اختيارف شستا-1900-1405/01/11,[sector] نوع صنعت نامعتبر
ضفرابورس1101,اختيارخ فرابورس-3000-14041105,[sector] نوع صنعت نامعتبر
عكيمياتك,سلف موازي آريان كيمياتك,[sector] نوع صنعت نامعتبر
كيان4,صندوق س. با درآمد ثابت كيان,[warrant_rights] د
طذوب0130,اختيارف ذوب-500-1405/01/19,[sector] نوع صنعت نامعتبر
صمپنا607,صكوك اجاره مپنا607-3ماهه23%,[sector] نوع صنعت نامعتبر
ضخود2071,اختيارخ خودرو-700-1405/02/02,[warrant_rights] د
ضخود1303,اختيارخ خودرو-340-1404/10/03,[warrant_rights] د
پتروآبان,صندوق س. بخشي پتروآبان-ب,[warrant_rights] د
طجهش1024,اختيارف جهش-11000-1404/10/10,[sector] نوع صنعت نامعتبر
ضفلا0126,اختيارخ فولاد-2400-1405/01/19,[warrant_rights] د
طپناه908,اختيارف پناه-17000-14040923,[sector] نوع صنعت نامعتبر
ضپادا1024,اختيارخ پادا-250000-14041007,[warrant_rights] د
طهرم9012,اختيارف اهرم-13000-1404/09/26,[sector] نوع صنعت نامعتبر
طستا1243,اختيارف شستا-1710-1404/12/13,[sector] نوع صنعت نامعتبر
طموج1121,اختيارف موج-42000-14041126,[sector] نوع صنعت نامعتبر
ضسپا1253,اختيارخ خساپا-800-1404/12/26,[sector] نوع صنعت نامعتبر
خكمك,كمك‌فنرايندامين‌,[warrant_rights] د
ضموج905,اختيارخ موج-15000-14040923,[sector] نوع صنعت نامعتبر
خبازرس,بازرسي مهندسي و صنعتي ايران,[warrant_rights] د
پرديس صنعت082,مراحبه پرديس صنعت كوروش080817,[warrant_rights] د
وهامون,سرمايه گذاري هامون صبا,[sector] نوع صنعت نامعتبر
ضجهش1213,اختيارخ جهش-8000-1404/12/13,[sector] نوع صنعت نامعتبر
آلا,صندوق س.اعتماد ارغوان-د,[warrant_rights] د
طبيعت067,مرابحه طبيعت سبز-سپهر060920,[murabaha] مرابحه
ضخود1244,اختيارخ خودرو-340-1404/12/06,[warrant_rights] د
طهرم1022,اختيارف اهرم-20000-1404/10/24,[sector] نوع صنعت نامعتبر
طبيعت065,مرابحه طبيعت سبز-آگاه060920,[murabaha] مرابحه
كنور,توسعه معدني و صنعتي صبانور,[warrant_rights] د
بنيرو,نيروترانس‌,[sector] نوع صنعت نامعتبر
طخود0154,اختيارف خودرو-800-1405/01/11,[warrant_rights] د
غشهد,شهد ايران ‌,[warrant_rights] د
صفولا052,صكوك اجاره فولاد052-بدون ضامن,[warrant_rights] د
اخزا301,اسناد خزانه-م1-س.قوا03-060615,[warrant_rights] د
صپاك511,صكوك مرابحه صپاك511-3ماهه18%,[murabaha] مرابحه
طفلا0126,اختيارف فولاد-2400-1405/01/19,[warrant_rights] د
ضخود2064,اختيارخ خودرو-380-1405/02/02,[warrant_rights] د
مزه,صندوق س صنايع دايا3-بخشي,[warrant_rights] د
گلرنگ فرش06,مرابحه گلرنگ فرش بيدگل060224,[warrant_rights] د
ضخود1146,اختيارخ خودرو-320-1404/11/01,[warrant_rights] د
ضموج1118,اختيارخ موج-36000-14041126,[sector] نوع صنعت نامعتبر
درين,صندوق س. درين بها بازار-د,[warrant_rights] د
ضملت1211,اختيارخ وبملت-1900-1404/12/19,[sector] نوع صنعت نامعتبر
ضسپا1251,اختيارخ خساپا-700-1404/12/26,[sector] نوع صنعت نامعتبر
طتاص1102,اختيارف تاصيكو-7000-04/11/01,[sector] نوع صنعت نامعتبر
ضسپا0123,اختيارخ خساپا-750-1405/01/26,[sector] نوع صنعت نامعتبر
ضوتعاون1102,اختيارخ وتعاون-1500-14041126,[sector] نوع صنعت نامعتبر
طسپا0118,اختيارف خساپا-500-1405/01/26,[sector] نوع صنعت نامعتبر
بانكدار,صندوق س صنايع اعتبار1-بخشي,[warrant_rights] د
ضستر1026,اختيارخ خگستر-2200-1404/10/03,[sector] نوع صنعت نامعتبر
هامون,صندوق س. سهام ثروت هامون-س,[warrant_rights] د
ضفلا0135,اختيارخ فولاد-5000-1405/01/19,[warrant_rights] د
طملت1203,اختيارف وبملت-1100-1404/12/19,[sector] نوع صنعت نامعتبر
طهرم0128,اختيارف اهرم-20000-1405/01/26,[sector] نوع صنعت نامعتبر
ضملي0129,اختيارخ فملي-10000-1405/01/11,[sector] نوع صنعت نامعتبر
اپرداز,آتيه داده پرداز,[warrant_rights] د
ضپادا1017,اختيارخ پادا-180000-14041007,[warrant_rights] د
طستا0137,اختيارف شستا-1400-1405/01/11,[sector] نوع صنعت نامعتبر
ضتيام1007,اختيارخ تيام-16000-14041029,[sector] نوع صنعت نامعتبر
ضطعام1005,اختيارخ طعام-10000-14041015,[sector] نوع صنعت نامعتبر
ضملت1206,اختيارخ وبملت-1400-1404/12/19,[sector] نوع صنعت نامعتبر
ساذري,آذريت‌,[sector] نوع صنعت نامعتبر
قم512,مشاركت ش قم512-3ماهه18%,[sector] نوع صنعت نامعتبر
ضخود0146,اختيارخ خودرو-400-1405/01/11,[warrant_rights] د
ضذوب1010,اختيارخ ذوب-220-1404/10/17,[sector] نوع صنعت نامعتبر
طستا1138,اختيارف شستا-1010-1404/11/08,[sector] نوع صنعت نامعتبر
سدبير,س. تدبيرگران فارس وخوزستان,[warrant_rights] د
چفيبر,توليد فيبر ايران‌,[warrant_rights] د
طفلا1410,اختيارف فولاد-3250-1404/11/08,[warrant_rights] د
طذوب1017,اختيارف ذوب-360-1404/10/17,[sector] نوع صنعت نامعتبر
ضخود1249,اختيارخ خودرو-500-1404/12/06,[warrant_rights] د
ضهرم0126,اختيارخ اهرم-16000-1405/01/26,[sector] نوع صنعت نامعتبر
فجوش,جوش‌ و اكسيژن‌ ايران‌,[sector] نوع صنعت نامعتبر
طفصبا1135,اختيارف فصبا-2400-14041105,[sector] نوع صنعت نامعتبر
گهردانه06,مرابحه گهردانه شرق 060715,[warrant_rights] د
زمرد,صندوق س.كالاي زمرد بيدار,[warrant_rights] د
ضرويين910,اختيارخ رويين-16000-14040930,[sector] نوع صنعت نامعتبر
ضذوب1219,اختيارخ ذوب-450-1404/12/19,[sector] نوع صنعت نامعتبر
ضهمن1136,اختيارخ خبهمن-2000-1404/11/29,[sector] نوع صنعت نامعتبر
بفجر2,فجر انرژي خليج فارس,[sector] نوع صنعت نامعتبر
طملي1408,اختيارف فملي-7500-1404/11/01,[sector] نوع صنعت نامعتبر
ضهرم1256,اختيارخ اهرم-34000-1404/12/26,[sector] نوع صنعت نامعتبر
اراد228,مرابحه عام دولت228-ش.خ070521,[warrant_rights] د
لخزر,پارس‌ خزر,[sector] نوع صنعت نامعتبر
ابتكار,صندوق س.پرتوابتكارهدف-س,[warrant_rights] د
شزنگ,تجهيزنيروي‌زنگان‌,[sector] نوع صنعت نامعتبر
طجار1074,اختيارف وتجارت-450-1404/10/17,[sector] نوع صنعت نامعتبر
البرز4,بيمه البرز,[sector] نوع صنعت نامعتبر
طهرم0136,اختيارف اهرم-42000-1405/01/26,[sector] نوع صنعت نامعتبر
طتاب1118,اختيارف شتاب-8000-1404/11/08,[sector] نوع صنعت نامعتبر
آواك,صنايع ارتباطي آوا,[sector] نوع صنعت نامعتبر
كتوكا,توليدي و خدمات صنايع نسوز توكا,[warrant_rights] د
ضفصبا1137,اختيارخ فصبا-2800-14041105,[sector] نوع صنعت نامعتبر
طبساما1119,اختيارف بساما-8500-14041105,[sector] نوع صنعت نامعتبر
طذوب9023,اختيارف ذوب-260-1404/09/19,[sector] نوع صنعت نامعتبر
طملت9034,اختيارف وبملت-1500-1404/09/19,[sector] نوع صنعت نامعتبر
فيروزه,صندوق شاخص30 شركت فيروزه- سهام,[warrant_rights] د
رايكا,صندوق س نوع دوم رايكا- ثابت,[warrant_rights] د
سيمانيا,صندوق س.بخشي صنايع داريا-ب,[warrant_rights] د
ضهرم1026,اختيارخ اهرم-28000-1404/10/24,[sector] نوع صنعت نامعتبر
بالين تك08,مرابحه بالين تك080716,[murabaha] مرابحه
ددام,داروسازي زاگرس فارمد پارس,[warrant_rights] د
ضتيام1218,اختيارخ تيام-16000-14041224,[sector] نوع صنعت نامعتبر
صكوثر701,صكوك مرابحه دكوثر701-3ماهه23%,[warrant_rights] د
دتوزيع,توزيع دارو پخش,[warrant_rights] د
ضستا1047,اختيارخ شستا-910-1404/10/10,[sector] نوع صنعت نامعتبر
ولانا,شركت ليزينگ آريا دانا,[warrant_rights] د
طتوان1227,اختيارف توان-22000-14041224,[sector] نوع صنعت نامعتبر
طجهش1105,اختيارف جهش-13000-1404/11/14,[sector] نوع صنعت نامعتبر
رمپنا,گروه مپنا (سهامي عام),[sector] نوع صنعت نامعتبر
ضموج1114,اختيارخ موج-28000-14041126,[sector] نوع صنعت نامعتبر
سخزر,سيمان‌ خزر,[sector] نوع صنعت نامعتبر
ضستر1033,اختيارخ خگستر-3750-1404/10/03,[sector] نوع صنعت نامعتبر
صمپنا62,صكوك اجاره مپنا62-3ماهه23%,[sector] نوع صنعت نامعتبر
دانيك,ص.س.املاك ومستغلات نيك راي,[warrant_rights] د
ضستر1224,اختيارخ خگستر-2600-1404/12/06,[sector] نوع صنعت نامعتبر
طهمن9025,اختيارف خبهمن-2400-1404/09/26,[sector] نوع صنعت نامعتبر
اكتوور074,مرابحه اكتوور كو-تاك070612,[murabaha] مرابحه
طملي1402,اختيارف فملي-4500-1404/11/01,[sector] نوع صنعت نامعتبر
وتوس,توسعه‌شهري‌توس‌گستر,[sector] نوع صنعت نامعتبر
ضموج1022,اختيارخ موج-11000-14041021,[sector] نوع صنعت نامعتبر
صنوين,صندوق سرمايه‌گذاري صنوين-مختلط,[warrant_rights] د
طفلا1222,اختيارف فولاد-3500-1404/12/13,[warrant_rights] د
طهمن9022,اختيارف خبهمن-1900-1404/09/26,[sector] نوع صنعت نامعتبر
ضصاد9031,اختيارخ وبصادر-600-1404/09/19,[warrant_rights] د
تابان26,اجاره تابان فردا ملت14070705,[warrant_rights] د
ثباغ,شهر سازي و خانه سازي باغميشه,[sector] نوع صنعت نامعتبر
داريك2,صندوق س.اعتماد داريك-د,[warrant_rights] د
طتوان1224,اختيارف توان-18000-14041224,[sector] نوع صنعت نامعتبر
ددانا,داروسازي دانا,[warrant_rights] د
صفولا51,صكوك اجاره فولاد51-بدون ضامن,[warrant_rights] د
فروژ,صنايع فروآلياژ ايران,[sector] نوع صنعت نامعتبر
ضصاد1161,اختيارخ وبصادر-360-1404/11/21,[warrant_rights] د
ضفزر1002,اختيارخ فزر-48000-14041007,[sector] نوع صنعت نامعتبر
ضشنا1228,اختيارخ شپنا-3750-1404/12/19,[sector] نوع صنعت نامعتبر
آرمان موتور082,مرابحه آرمان موتور-كيميا080407,[murabaha] مرابحه
فاران05,مرابحه فاران شيمي 14050730,[murabaha] مرابحه
ضفزر1219,اختيارخ فزر-90000-14041210,[sector] نوع صنعت نامعتبر
طسپا9017,اختيارف خساپا-700-1404/09/26,[sector] نوع صنعت نامعتبر
طهرم0135,اختيارف اهرم-38000-1405/01/26,[sector] نوع صنعت نامعتبر
ضهمن1138,اختيارخ خبهمن-2400-1404/11/29,[sector] نوع صنعت نامعتبر
طهرم1258,اختيارف اهرم-42000-1404/12/26,[sector] نوع صنعت نامعتبر
طخاور902,اختيارف خاور-750-14040930,[sector] نوع صنعت نامعتبر
ديبا,صندوق س اوراق دولتي صبا-ثابت,[warrant_rights] د
بهين رو2,صندوق س صنايع ويستا1-بخشي,[warrant_rights] د
ضملت1183,اختيارخ وبملت-1000-1404/11/21,[sector] نوع صنعت نامعتبر
طموج1119,اختيارف موج-38000-14041126,[sector] نوع صنعت نامعتبر
داريك,صندوق س.اعتماد داريك-د,[warrant_rights] د
كلور082,مرابحه كلور-برنا14080208,[murabaha] مرابحه
طخود1251,اختيارف خودرو-600-1404/12/06,[warrant_rights] د
طموج1228,اختيارف موج-36000-14041224,[sector] نوع صنعت نامعتبر
ضتاص0107,اختيارخ تاصيكو-11000-05/01/11,[sector] نوع صنعت نامعتبر
ضموج1223,اختيارخ موج-26000-14041224,[sector] نوع صنعت نامعتبر
طملت9031,اختيارف وبملت-1200-1404/09/19,[sector] نوع صنعت نامعتبر
طسپا1251,اختيارف خساپا-700-1404/12/26,[sector] نوع صنعت نامعتبر
فالوم,آلومتك,[sector] نوع صنعت نامعتبر
طاساس1021,اختيارف آساس-60000-14041029,[sector] نوع صنعت نامعتبر
كاله06,اجاره سوليكو كاله14060511,[sector] نوع صنعت نامعتبر
كارا,صندوق س. كارا -د,[warrant_rights] د
ضجار1232,اختيارخ وتجارت-400-1404/12/19,[sector] نوع صنعت نامعتبر
شپترو,پتروشيمي آبادان,[warrant_rights] د
ميهنح2,ح . بيمه ميهن,[sector] نوع صنعت نامعتبر
طموج1037,اختيارف موج-32000-14041021,[sector] نوع صنعت نامعتبر
ضتيام1212,اختيارخ تيام-10000-14041224,[sector] نوع صنعت نامعتبر
ضخود1152,اختيارخ خودرو-500-1404/11/01,[warrant_rights] د
تداوم,صندوق تداوم اطمينان تمدن-ثابت,[warrant_rights] د
ضفار1000,اختيارخ فارس-6000-1404/10/10,[sector] نوع صنعت نامعتبر
قرن,پديده شيمي قرن,[warrant_rights] د
ضوتعاون908,اختيارخ وتعاون-2200-14040930,[sector] نوع صنعت نامعتبر
طتيام1003,اختيارف تيام-12000-14041029,[sector] نوع صنعت نامعتبر
عسبلان,سلف موازي آرتا جوجه سبلان,[sector] نوع صنعت نامعتبر
ضملت9029,اختيارخ وبملت-1000-1404/09/19,[sector] نوع صنعت نامعتبر
طسپا1041,اختيارف خساپا-550-1404/10/24,[sector] نوع صنعت نامعتبر
كيمياتك,آريان كيميا تك,[sector] نوع صنعت نامعتبر
وثخوز,سرمايه گذاري و توسعه خوزستان,[sector] نوع صنعت نامعتبر
طلا4,صندوق س.پشتوانه طلاي لوتوس,[warrant_rights] د
ضمخا9002,اختيارخ اخابر-320-1404/09/19,[sector] نوع صنعت نامعتبر
ضجار1072,اختيارخ وتجارت-380-1404/10/17,[sector] نوع صنعت نامعتبر
ضملي1411,اختيارخ فملي-10000-1404/11/01,[sector] نوع صنعت نامعتبر
قصفها,قنداصفهان‌,[warrant_rights] د
طذوب1213,اختيارف ذوب-300-1404/12/19,[sector] نوع صنعت نامعتبر
ضجهش1019,اختيارخ جهش-7000-1404/10/10,[sector] نوع صنعت نامعتبر
