symbol,name,reason
ضفزر1008,اختيارخ فزر-75000-14041007,[sector] نوع صنعت نامعتبر
طستر1035,اختيارف خگستر-4500-1404/10/03,[sector] نوع صنعت نامعتبر
ضمخا1107,اختيارخ اخابر-550-1404/11/21,[sector] نوع صنعت نامعتبر
ضهمن9013,اختيارخ خبهمن-1000-1404/09/26,[sector] نوع صنعت نامعتبر
سپيدما,صندوق س. سپيد دماوند-د,[warrant_rights] د
ضفلا1407,اختيارخ فولاد-2600-1404/11/08,[warrant_rights] د
طجهش1019,اختيارف جهش-7000-1404/10/10,[sector] نوع صنعت نامعتبر
شستا,سرمايه گذاري تامين اجتماعي,[sector] نوع صنعت نامعتبر
ضسپا1042,اختيارخ خساپا-600-1404/10/24,[sector] نوع صنعت نامعتبر
ارگ071,مرابحه ارگ-پارسيان071211,[murabaha] مرابحه
ضران9012,اختيارخ خودران-5500-04/09/26,[warrant_rights] د
ضاساس1016,اختيارخ آساس-44000-14041029,[sector] نوع صنعت نامعتبر
صگل0509,صكوك اجاره كگل0509-بدون ضامن,[warrant_rights] د
ضتوان914,اختيارخ توان-26000-14040923,[sector] نوع صنعت نامعتبر
ضهمن9015,اختيارخ خبهمن-1200-1404/09/26,[sector] نوع صنعت نامعتبر
طستا0141,اختيارف شستا-1800-1405/01/11,[sector] نوع صنعت نامعتبر
طسپا1243,اختيارف خساپا-360-1404/12/26,[sector] نوع صنعت نامعتبر
ضتوان905,اختيارخ توان-14000-14040923,[sector] نوع صنعت نامعتبر
ضهرم0131,اختيارخ اهرم-26000-1405/01/26,[sector] نوع صنعت نامعتبر
ضمخا1106,اختيارخ اخابر-500-1404/11/21,[sector] نوع صنعت نامعتبر
طموج1022,اختيارف موج-11000-14041021,[sector] نوع صنعت نامعتبر
ضفزر1217,اختيارخ فزر-80000-14041210,[sector] نوع صنعت نامعتبر
شوينده,مديريت صنعت شوينده ت.ص.بهشهر,[warrant_rights] د
ضملت1203,اختيارخ وبملت-1100-1404/12/19,[sector] نوع صنعت نامعتبر
حتايد,تايدواترخاورميانه,[warrant_rights] د
ضپادا1018,اختيارخ پادا-190000-14041007,[warrant_rights] د
طپناه902,اختيارف پناه-11000-14040923,[sector] نوع صنعت نامعتبر
ضهرم1120,اختيارخ اهرم-20000-1404/11/29,[sector] نوع صنعت نامعتبر
طذوب1220,اختيارف ذوب-500-1404/12/19,[sector] نوع صنعت نامعتبر
آتيه06,مرابحه فولاد آتيه 14061206,[warrant_rights] د
طفزر1225,اختيارف فزر-140000-14041210,[sector] نوع صنعت نامعتبر
رشدي كيان,صندوق س آواي سهام كيان-سهام,[warrant_rights] د
طوتعاون909,اختيارف وتعاون-2400-14040930,[sector] نوع صنعت نامعتبر
ضفلا1215,اختيارخ فولاد-2000-1404/12/13,[warrant_rights] د
وامين,سرمايه گذاري امين مهرگان,[sector] نوع صنعت نامعتبر
طهرم1019,اختيارف اهرم-15000-1404/10/24,[sector] نوع صنعت نامعتبر
سفانو,سيمان فارس نو,[sector] نوع صنعت نامعتبر
ضفلا1408,اختيارخ فولاد-2800-1404/11/08,[warrant_rights] د
پي پادح,ح . پرداخت الكترونيك پاسارگاد,[warrant_rights] د
بلوط,صندوق س شكوه بامداد زاگرس-ثابت,[warrant_rights] د
ضموج913,اختيارخ موج-26000-14040923,[sector] نوع صنعت نامعتبر
ضسپا1247,اختيارخ خساپا-500-1404/12/26,[sector] نوع صنعت نامعتبر
ضستا0139,اختيارخ شستا-1600-1405/01/11,[sector] نوع صنعت نامعتبر
لپارس,پارس‌ الكتريك‌,[sector] نوع صنعت نامعتبر
طهرم9022,اختيارف اهرم-30000-1404/09/26,[sector] نوع صنعت نامعتبر
ضموج1023,اختيارخ موج-12000-14041021,[sector] نوع صنعت نامعتبر
داوه,داروسازي آوه سينا,[warrant_rights] د
وساخت4,سرمايه‌ گذاري‌ ساختمان‌ايران‌,[sector] نوع صنعت نامعتبر
زفكا,كشت و دامداري فكا,[warrant_rights] د
بلور062,مرابحه بلورنوري-كيميا060403,[murabaha] مرابحه
مسكن نوين06,مرابحه مسكن نوين پايدار060913,[warrant_rights] د
ضكاريس1003,اختيارخ كاريس-28000-14041015,[sector] نوع صنعت نامعتبر
طكاريس1007,اختيارف كاريس-36000-14041015,[sector] نوع صنعت نامعتبر
طاطلس100010,اختيارف اطلس-95000-14041021,[sector] نوع صنعت نامعتبر
وتعاون,بيمه تعاون,[sector] نوع صنعت نامعتبر
شگويا,پتروشيمي تندگويان,[warrant_rights] د
ضتيام1217,اختيارخ تيام-15000-14041224,[sector] نوع صنعت نامعتبر
غمهرا,توليدي‌مهرام‌,[warrant_rights] د
طران1005,اختيارف خودران-10000-04/10/24,[warrant_rights] د
پتوسعه,س. و توسعه صنايع لاستيك,[sector] نوع صنعت نامعتبر
تهران42,مشاركت ش تهران42-3ماهه18%,[sector] نوع صنعت نامعتبر
طجهش1022,اختيارف جهش-9000-1404/10/10,[sector] نوع صنعت نامعتبر
عصائب,سلف موازي ميلگرد صائب تبريز,[warrant_rights] د
كياصنعت08,مرابحه كيا صنعت كاران080428,[murabaha] مرابحه
طذوب1214,اختيارف ذوب-320-1404/12/19,[sector] نوع صنعت نامعتبر
طصاد1164,اختيارف وبصادر-450-1404/11/21,[warrant_rights] د
رپويا,پويا,[sector] نوع صنعت نامعتبر
ضجهش1024,اختيارخ جهش-11000-1404/10/10,[sector] نوع صنعت نامعتبر
آرامش,صندوق سرمايه گذاري آرامش-ثابت,[warrant_rights] د
وغدير4,سرمايه‌گذاري‌غدير(هلدينگ‌,[warrant_rights] د
وپخش,داروپخش‌ (هلدينگ‌,[warrant_rights] د
ضموج902,اختيارخ موج-12000-14040923,[sector] نوع صنعت نامعتبر
طتوان906,اختيارف توان-15000-14040923,[sector] نوع صنعت نامعتبر
طهرم1020,اختيارف اهرم-16000-1404/10/24,[sector] نوع صنعت نامعتبر
طذوب9029,اختيارف ذوب-380-1404/09/19,[sector] نوع صنعت نامعتبر
بورس,بورس اوراق بهادار تهران,[warrant_rights] د
حكشتي,كشتيراني جمهوري اسلامي ايران,[sector] نوع صنعت نامعتبر
طاطلس1010,اختيارف اطلس-50000-14041007,[sector] نوع صنعت نامعتبر
طفلا0128,اختيارف فولاد-2800-1405/01/19,[warrant_rights] د
ضمخا9001,اختيارخ اخابر-300-1404/09/19,[sector] نوع صنعت نامعتبر
مشير52,مشاركت ش شيراز52-3ماهه18%,[sector] نوع صنعت نامعتبر
تايرا4,تراكتورسازي‌ايران‌,[sector] نوع صنعت نامعتبر
ضستا1244,اختيارخ شستا-1810-1404/12/13,[sector] نوع صنعت نامعتبر
عسپهر,سلف موازي بطري مايع لباسشويي,[sector] نوع صنعت نامعتبر
صگستر052,صكوك مرابحه ارغوان052-3ماهه23%,[murabaha] مرابحه
ضموج1222,اختيارخ موج-24000-14041224,[sector] نوع صنعت نامعتبر
برليان2,صندوق سرمايه گذاري برليان-سهام,[warrant_rights] د
طجهش1106,اختيارف جهش-14000-1404/11/14,[sector] نوع صنعت نامعتبر
كالا4,بورس كالاي ايران,[sector] نوع صنعت نامعتبر
مكران05,مرابحه نيروي آب مكران 14051224,[murabaha] مرابحه
ماني,صندوق س. با درآمد ثابت ماني,[warrant_rights] د
دابور,داروسازي‌ ابوريحان‌,[warrant_rights] د
طخاور905,اختيارف خاور-900-14040930,[sector] نوع صنعت نامعتبر
ضاطلس1011,اختيارخ اطلس-55000-14041007,[sector] نوع صنعت نامعتبر
ولكار,ليزينگ كارآفرين,[sector] نوع صنعت نامعتبر
اگ041212,گام بانك ملت0412,[sector] نوع صنعت نامعتبر
ضهرم1017,اختيارخ اهرم-13000-1404/10/24,[sector] نوع صنعت نامعتبر
ضستر1028,اختيارخ خگستر-2600-1404/10/03,[sector] نوع صنعت نامعتبر
درخشان,صندوق س.پشتوانه طلادرخشان آبان,[warrant_rights] د
ضذوب0132,اختيارخ ذوب-600-1405/01/19,[sector] نوع صنعت نامعتبر
زعف0410پ11,زعفران0410نگين سحرخيز(پ),[sector] نوع صنعت نامعتبر
سيمانو,صندوق س صنايع مفيد3- بخشي,[warrant_rights] د
پديده05,مرابحه پلاستيك پديده 14050629,[warrant_rights] د
شكلر,نيروكلر,[sector] نوع صنعت نامعتبر
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,[warrant_rights] د
طفار1007,اختيارف فارس-11000-1404/10/10,[sector] نوع صنعت نامعتبر
تابان24,اجاره تابان فرداكاردان14070603,[warrant_rights] د
ونيرو,سرمايه‌گذاري‌نيرو,[sector] نوع صنعت نامعتبر
ضطعام1007,اختيارخ طعام-12000-14041015,[sector] نوع صنعت نامعتبر
بالبر,كابل‌ البرز,[sector] نوع صنعت نامعتبر
طخود1250,اختيارف خودرو-550-1404/12/06,[warrant_rights] د
ضهرم1121,اختيارخ اهرم-22000-1404/11/29,[sector] نوع صنعت نامعتبر
طذوب9021,اختيارف ذوب-220-1404/09/19,[sector] نوع صنعت نامعتبر
طكاريس1001,اختيارف كاريس-24000-14041015,[sector] نوع صنعت نامعتبر
ضطعام1008,اختيارخ طعام-13000-14041015,[sector] نوع صنعت نامعتبر
ضاطلس1017,اختيارخ اطلس-85000-14041007,[sector] نوع صنعت نامعتبر
ضصاد1167,اختيارخ وبصادر-600-1404/11/21,[warrant_rights] د
ثشاهد,سرمايه‌ گذاري‌ شاهد,[warrant_rights] د
ضستا1144,اختيارخ شستا-1610-1404/11/08,[sector] نوع صنعت نامعتبر
پاسا,ايران‌ياساتايرورابر,[sector] نوع صنعت نامعتبر
ضپناه906,اختيارخ پناه-15000-14040923,[sector] نوع صنعت نامعتبر
طستا2051,اختيارف شستا-1400-1405/02/09,[sector] نوع صنعت نامعتبر
ضفلا1222,اختيارخ فولاد-3500-1404/12/13,[warrant_rights] د
طتوان1229,اختيارف توان-26000-14041224,[sector] نوع صنعت نامعتبر
شتاب,صندوق س سهامي شتاب آگاه-اهرمي,[warrant_rights] د
ضتاص1101,اختيارخ تاصيكو-6500-04/11/01,[sector] نوع صنعت نامعتبر
صآريا412,صكوك مرابحه صآريا412-بدون ضامن,[warrant_rights] د
طتيام1219,اختيارف تيام-17000-14041224,[sector] نوع صنعت نامعتبر
ضجهش1221,اختيارخ جهش-16000-1404/12/13,[sector] نوع صنعت نامعتبر
ضملت1184,اختيارخ وبملت-1100-1404/11/21,[sector] نوع صنعت نامعتبر
طران9020,اختيارف خودران-11000-04/09/26,[warrant_rights] د
بپيوند,برق و انرژي پيوندگستر پارس,[warrant_rights] د
اكتوور071,مرابحه اكتوور كو-كاردان070612,[warrant_rights] د
سرو,صندوق س سروسودمند مدبران-سهام,[warrant_rights] د
طذوب1138,اختيارف ذوب-240-1404/11/21,[sector] نوع صنعت نامعتبر
اكتوور075,مرابحه اكتوور كو-پاداش070612,[warrant_rights] د
خزانه ملت,صندوق س.مختص اوراق دولتي ملت-د,[warrant_rights] د
فردا,صندوق س آواي فرداي زاگرس-ثابت,[warrant_rights] د
نورد06,مرابحه ذوب و نوردكرمان14060814,[warrant_rights] د
طتاص0112,اختيارف تاصيكو-16000-05/01/11,[sector] نوع صنعت نامعتبر
طذوب9020,اختيارف ذوب-200-1404/09/19,[sector] نوع صنعت نامعتبر
مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,[warrant_rights] د
طجهش1104,اختيارف جهش-12000-1404/11/14,[sector] نوع صنعت نامعتبر
بنكر,صندوق س صنايع انديشه صبا2-بخشي,[warrant_rights] د
خودرو,ايران‌ خودرو,[warrant_rights] د
ضسپا0122,اختيارخ خساپا-700-1405/01/26,[sector] نوع صنعت نامعتبر
ضهمن9014,اختيارخ خبهمن-1100-1404/09/26,[sector] نوع صنعت نامعتبر
ضخود2074,اختيارخ خودرو-900-1405/02/02,[warrant_rights] د
فافزا,فولاد افزا سپاهان,[warrant_rights] د
ضفزر1010,اختيارخ فزر-85000-14041007,[sector] نوع صنعت نامعتبر
ضصاد9029,اختيارخ وبصادر-500-1404/09/19,[warrant_rights] د
دماوند,توليد نيروي برق دماوند,[warrant_rights] د
پرتوسا2,صندوق س.سهامي پرتو آمال-س,[warrant_rights] د
ضهمن1135,اختيارخ خبهمن-1900-1404/11/29,[sector] نوع صنعت نامعتبر
طرويين902,اختيارف رويين-9000-14040930,[sector] نوع صنعت نامعتبر
طعام2,صندوق س.بخشي بازده صنايع2-ب,[warrant_rights] د
وپترو4,سرمايه‌گذاري صنايع پتروشيمي‌,[sector] نوع صنعت نامعتبر
ودانا,سرمايه گذاري دانايان,[warrant_rights] د
ضستا1240,اختيارخ شستا-1410-1404/12/13,[sector] نوع صنعت نامعتبر
زعف0410پ09,زعفران0410نگين نوين(پ),[sector] نوع صنعت نامعتبر
ضملت1011,اختيارخ وبملت-1500-1404/10/17,[sector] نوع صنعت نامعتبر
طتوان1105,اختيارف توان-26000-14041126,[sector] نوع صنعت نامعتبر
ضتوان1108,اختيارخ توان-32000-14041126,[sector] نوع صنعت نامعتبر
قپيرا,فرآورده‌هاي‌غدايي‌وقندپيرانشهر,[warrant_rights] د
موج,ص.س.اهرمي موج فيروزه-س,[investment] ص.س.
طسپا0117,اختيارف خساپا-450-1405/01/26,[sector] نوع صنعت نامعتبر
طستا1142,اختيارف شستا-1410-1404/11/08,[sector] نوع صنعت نامعتبر
كهمدا,شيشه‌ همدان‌,[warrant_rights] د
تسه1403,امتياز تسهيلات مسكن سال1403,[housing] تس
خودران,صندوق س صنايع مفيد2-بخشي,[warrant_rights] د
اخزا204,اسنادخزانه-م4بودجه02-051021,[warrant_rights] د
عزرند,سلف فيلم شفاف لفاف صنعت زرند,[warrant_rights] د
